user_id,iso_score,lof_score,anomaly_score,iso_flag,lof_flag,is_anomaly,severity,vel_1d,vel_7d,vel_30d,count_30d,accounts.COUNT(transactions),avg_amt_30d,accounts.MEAN(transactions.amount),accounts.MAX(transactions.amount),accounts.MEAN(monthly_stats.total_spend),accounts.MAX(monthly_stats.total_spend),accounts.SUM(monthly_stats.total_spend),accounts.balances_current,days_since_last,accounts.TIME_SINCE_LAST(transactions.date),merchant_diversity,new_merchant_count,task_segment,top_category,top_merchant,primary_spending_trend
USR525OW,9.18,0.24,4.71,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5020.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR017aL,33.4,11.58,22.49,False,False,False,Normal,1.0,1.0,7.0,7.0,145,-41.87714285714286,-62.70041379310344,89.4,-480.0,0.0,-12000.0,110.0,0.0,2073600.0,0.04,6.0,Single-Tasker,Transportation,United Airlines,Surging in Transportation
USR087Jg,12.14,0.24,6.19,False,False,False,Normal,1.0,1.0,3.0,3.0,49,5.5200000000000005,10.091836734693878,25.0,-4.22,-4.22,-105.5,210.0,0.0,2160000.0,0.02,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR116fM,5.84,0.24,3.04,False,False,False,Normal,1.0,1.0,2.0,2.0,24,1000.0,1000.0,1000.0,0.0,0.0,0.0,1000.0,0.0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR104pB,18.62,5.59,12.11,False,False,False,Normal,1.0,5.0,7.0,7.0,144,665.2857142857143,692.8333333333334,2078.5,0.0,0.0,0.0,410.0,0.0,3024000.0,0.02,3.0,Healthy Active User,Finance,Unknown Merchant,Surging in Finance
USR799Rk,21.06,13.02,17.04,False,False,False,Normal,1.0,1.0,2.0,2.0,24,5850.0,5850.0,5850.0,0.0,0.0,0.0,43200.0,0.0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR278dn,12.19,12.82,12.5,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,320.76,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR239qk,12.9,3.3,8.1,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23631.9805,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR556Wi,18.6,0.24,9.42,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,65262.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR872Ih,16.88,0.24,8.56,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,56302.06,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR679Eq,9.1,0.24,4.67,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6009.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR163rM,11.05,17.4,14.23,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12060.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR857OT,9.18,0.24,4.71,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5020.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR398Px,87.75,16.19,51.97,True,False,False,Normal,3.0,5.0,45.0,45.0,1798,0.950444444444444,-11.31976640711902,400.0,-1009.688,-9.99,-25242.2,3325.67,0.0,0.0,0.25,451.0,Healthy Active User,Shopping,ATM TRALEE   B,Surging in Finance
USR149Et,98.53,8.55,53.54,True,False,False,Normal,8.0,26.0,58.0,58.0,708,-33.67120689655172,-7.1894067796610175,457.85,-1013.3576923076924,-115.0,-13173.65,5937.15,0.0,31881600.0,0.3,209.0,High-Intensity User,Shopping,ATM CASTLE ST 2,Surging in Shopping
USR342cz,94.43,11.38,52.9,True,False,False,Normal,8.0,20.0,66.0,66.0,800,-4.434393939393939,-15.467,500.0,-1408.576153846154,-31.8,-18311.49,6396.63,0.0,432000.0,0.35,278.0,High-Intensity User,Shopping,ATM CASTLE ST 1,Surging in Finance
USR739UP,100.0,14.65,57.32,True,False,False,Normal,2.0,30.0,56.0,56.0,2935,-0.6044642857142867,0.0063373083475298,3154.75,-2334.14,-1.0,-65355.92,1556.0,0.0,172800.0,0.1,279.0,High-Intensity User,Personal Hygiene,Google Pay top-up by *8806,Surging in Finance
USR354Rs,64.26,19.2,41.73,True,True,True,Medium,3.0,3.0,3.0,3.0,3,1016.6666666666666,1016.6666666666666,3000.0,-50.0,-50.0,-50.0,4050.0,0.0,66096000.0,1.0,3.0,Healthy Active User,Other,Transaction 3,Surging in Other
USR698Qr,41.12,7.83,24.47,False,False,False,Normal,2.0,11.0,44.0,44.0,98,2.0306818181818227,-0.3388775510204059,1887.03,-954.6075,-17.99,-3818.43,4549.34,0.0,345600.0,0.34,33.0,Low Activity/Trial,Other,Palk,Surging in Shopping
USR992ZI,22.28,1.29,11.79,False,False,False,Normal,1.0,1.0,2.0,2.0,2,200.0,200.0,200.0,0.0,0.0,0.0,13000.0,0.0,2246400.0,1.0,2.0,Single-Tasker,Other,Saastud Ülekanne,Surging in Other
USR352pI,11.62,10.18,10.9,False,False,False,Normal,1.0,1.0,2.0,2.0,2,200.0,200.0,200.0,0.0,0.0,0.0,13000.03,0.0,2246400.0,0.5,1.0,Single-Tasker,Other,Ubertrag,Surging in Other
USR227ai,37.58,8.06,22.82,False,False,False,Normal,2.0,12.0,46.0,46.0,98,-0.3215217391304364,-1.673877551020411,1887.03,-987.315,-17.99,-3949.26,1663.78,0.0,345600.0,0.32,31.0,Low Activity/Trial,Finance,Salary,Surging in Groceries
USR086qQ,11.62,10.18,10.9,False,False,False,Normal,1.0,1.0,2.0,2.0,2,200.0,200.0,200.0,0.0,0.0,0.0,13000.0,0.0,2246400.0,0.5,1.0,Single-Tasker,Other,Virement,Surging in Other
USR592MJ,42.89,8.13,25.51,True,False,False,Normal,2.0,12.0,47.0,47.0,98,-1.0561702127659571,-2.082244897959185,1887.03,-997.32,-3.79,-3989.28,1929.03,0.0,345600.0,0.34,33.0,Low Activity/Trial,Other,Salaire,Surging in Shopping
USR163vx,60.5,21.79,41.14,True,True,True,Medium,1.0,1.0,1.0,1.0,1,-256.67,-256.67,-256.67,-256.67,-256.67,-256.67,100.02,0.0,1209600.0,1.0,1.0,Single-Tasker,Other,Example 1,Surging in Other
USR970wx,49.15,100.0,74.58,True,True,True,High,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR000Ux,42.13,4.52,23.33,True,False,False,Normal,1.0,1.0,2.0,2.0,2,2000.0,2000.0,2000.0,0.0,0.0,0.0,130837.0,0.0,2246400.0,1.0,2.0,Single-Tasker,Other,Overforing,Surging in Other
USR149vb,96.31,11.95,54.13,True,False,False,Normal,2.0,12.0,46.0,46.0,98,-4.832608695652191,-19.01632653061227,18870.3,-9901.05,-217.1,-39604.2,227083.2,0.0,345600.0,0.37,36.0,Low Activity/Trial,Other,Lon,Surging in Entertainment
USR208yg,38.19,8.06,23.13,False,False,False,Normal,2.0,12.0,46.0,46.0,98,-0.3215217391304364,-1.6412244897959187,1887.03,-986.515,-17.99,-3946.06,1172.78,0.0,345600.0,0.32,31.0,Low Activity/Trial,Finance,Salary,Surging in Shopping
USR463UE,11.62,10.18,10.9,False,False,False,Normal,1.0,1.0,2.0,2.0,2,200.0,200.0,200.0,0.0,0.0,0.0,13000.0,0.0,2246400.0,0.5,1.0,Single-Tasker,Shopping,Tilisiirto,Surging in Shopping
USR980UY,34.12,30.11,32.12,False,True,False,Normal,1.0,2.0,6.0,6.0,100,533.4416666666667,608.3853,3210.0,-7.972105263157895,-3.74,-151.47,80255.52,0.0,432000.0,0.02,2.0,Consistent Weekly,Finance,Salary,Surging in Food and Dining
USR673YB,11.62,10.18,10.9,False,False,False,Normal,1.0,1.0,2.0,2.0,2,200.0,200.0,200.0,0.0,0.0,0.0,13000.0,0.0,2246400.0,0.5,1.0,Single-Tasker,Finance,Savings Transfer,Surging in Finance
USR829qO,39.24,8.09,23.66,False,False,False,Normal,2.0,12.0,46.0,46.0,98,-0.5345652173913136,-1.9618367346938763,1887.03,-991.58,-21.71,-3966.32,2321.2000000000003,0.0,345600.0,0.32,31.0,Low Activity/Trial,Finance,Salary,Surging in Housing and Utilities
USR989QU,13.34,10.21,11.78,False,False,False,Normal,1.0,1.0,2.0,2.0,2,230.0,230.0,230.0,0.0,0.0,0.0,14950.0,0.0,2246400.0,0.5,1.0,Single-Tasker,Other,Krajumu Parskaitijums,Surging in Other
USR844Xx,42.21,7.82,25.02,True,False,False,Normal,2.0,11.0,44.0,44.0,98,2.157499999999994,-0.6911224489795946,2111.95,-1076.035,-20.15,-4304.14,4761.33,0.0,345600.0,0.31,30.0,Low Activity/Trial,Other,Alga,Surging in Entertainment
USR338ns,11.62,10.18,10.9,False,False,False,Normal,1.0,1.0,2.0,2.0,2,200.0,200.0,200.0,0.0,0.0,0.0,13000.0,0.0,2246400.0,0.5,1.0,Single-Tasker,Other,Virement,Surging in Other
USR526MW,41.79,6.65,24.22,False,False,False,Normal,2.0,12.0,46.0,46.0,98,-0.3215217391304313,-1.6738775510204067,1887.03,-987.315,-17.99,-3949.26,356.22,0.0,345600.0,0.37,36.0,Low Activity/Trial,Other,Salaire,Surging in Entertainment
USR667ih,80.83,12.41,46.62,True,False,False,Normal,2.0,12.0,46.0,46.0,98,-3.2152173913043645,-16.73877551020411,18870.3,-9873.15,-179.9,-39492.6,16537.8,0.0,345600.0,0.37,36.0,Low Activity/Trial,Other,Lon-Udbetaling,Surging in Entertainment
USR310Mk,41.96,4.47,23.22,False,False,False,Normal,1.0,1.0,2.0,2.0,2,2000.0,2000.0,2000.0,0.0,0.0,0.0,130000.0,0.0,2246400.0,1.0,2.0,Single-Tasker,Other,Overforsel,Surging in Other
USR235aH,46.62,90.17,68.4,True,True,True,High,1.0,1.0,1.0,1.0,26,5000.0,4663.461538461538,5000.0,0.0,0.0,0.0,221250.0,0.0,345600.0,0.15,4.0,Single-Tasker,Finance,Amazon Salary,Surging in Finance
USR218kF,29.29,13.02,21.16,False,False,False,Normal,1.0,2.0,5.0,5.0,53,-5.0,-0.5094339622641509,100.0,-21.818181818181817,-20.0,-240.0,4973.0,0.0,29808000.0,0.09,5.0,Consistent Weekly,Transportation,Uber,Surging in Transportation
USR900TT,13.34,10.21,11.78,False,False,False,Normal,1.0,1.0,2.0,2.0,2,230.0,230.0,230.0,0.0,0.0,0.0,14950.0,0.0,2246400.0,0.5,1.0,Single-Tasker,Other,Spaarrekening Overboeking,Surging in Other
USR978oc,43.99,7.79,25.89,True,False,False,Normal,2.0,11.0,44.0,44.0,98,2.102954545454548,-0.5092857142857189,2111.95,-1071.5800000000002,-20.15,-4286.320000000001,4605.33,0.0,345600.0,0.29,28.0,Low Activity/Trial,Other,Salaris,Surging in Entertainment
USR841fP,12.87,10.2,11.54,False,False,False,Normal,1.0,1.0,2.0,2.0,2,200.0,200.0,200.0,0.0,0.0,0.0,14350.74,0.0,2246400.0,0.5,1.0,Single-Tasker,Other,Giroconto,Surging in Other
USR526Ci,37.86,8.08,22.97,False,False,False,Normal,2.0,12.0,46.0,46.0,98,-0.3215217391304364,-1.641224489795921,1887.03,-986.515,-17.99,-3946.06,1813.76,0.0,345600.0,0.33,32.0,Low Activity/Trial,Shopping,Stipendio,Surging in Entertainment
USR257qy,39.38,8.12,23.75,False,False,False,Normal,2.0,12.0,46.0,46.0,98,-0.3215217391304314,-1.6738775510204091,1887.03,-987.315,-17.99,-3949.26,3024.46,0.0,345600.0,0.35,34.0,Low Activity/Trial,Other,Nomina,Surging in Shopping
USR748ZE,12.13,10.18,11.16,False,False,False,Normal,1.0,1.0,2.0,2.0,2,200.0,200.0,200.0,0.0,0.0,0.0,13078.0,0.0,2246400.0,0.5,1.0,Single-Tasker,Finance,Transferencia,Surging in Finance
USR755DK,13.34,10.21,11.78,False,False,False,Normal,1.0,1.0,2.0,2.0,2,230.0,230.0,230.0,0.0,0.0,0.0,14950.0,0.0,2246400.0,0.5,1.0,Single-Tasker,Other,Taupymo Pervedimas,Surging in Other
USR495mL,41.98,7.84,24.91,False,False,False,Normal,2.0,11.0,44.0,44.0,98,2.1574999999999886,-0.4841836734693904,2111.95,-1070.965,-20.15,-4283.86,4761.33,0.0,345600.0,0.32,31.0,Low Activity/Trial,Other,Atlyginimas,Surging in Groceries
USR170FQ,32.28,2.26,17.27,False,False,False,Normal,1.0,1.0,2.0,2.0,2,1000.0,1000.0,1000.0,0.0,0.0,0.0,65000.0,0.0,2246400.0,1.0,2.0,Single-Tasker,Other,Przelew Na Konto Oszczednosciowe,Surging in Other
USR614yH,69.34,5.27,37.31,True,False,False,Normal,2.0,11.0,43.0,43.0,98,14.507906976744176,-0.7769387755102026,9467.02,-4766.547500000001,-90.28,-19066.19,34234.89,0.0,345600.0,0.32,31.0,Low Activity/Trial,Other,Wynagrodzenie,Surging in Groceries
USR885po,11.62,10.18,10.9,False,False,False,Normal,1.0,1.0,2.0,2.0,2,200.0,200.0,200.0,0.0,0.0,0.0,13000.0,0.0,2246400.0,0.5,1.0,Single-Tasker,Finance,Savings Transfer,Surging in Finance
USR733gw,41.99,7.75,24.87,False,False,False,Normal,2.0,11.0,44.0,44.0,98,2.0306818181818174,-0.3388775510204086,1887.03,-954.6075,-17.99,-3818.43,2105.34,0.0,345600.0,0.3,29.0,Low Activity/Trial,Finance,Salary,Surging in Groceries
USR329uU,82.02,12.52,47.27,True,False,False,Normal,2.0,12.0,46.0,46.0,98,18.523913043478245,5.863265306122513,19870.300000000003,-9819.4,-119.7,-39277.6,48472.2,0.0,345600.0,0.33,32.0,Low Activity/Trial,Other,Lonnsbetaling,Surging in Entertainment
USR747HD,35.67,57.73,46.7,False,True,False,Normal,1.0,1.0,2.0,2.0,2,2000.0,2000.0,2000.0,0.0,0.0,0.0,130000.0,0.0,2246400.0,0.5,1.0,Single-Tasker,Other,Overforing,Surging in Other
USR831lM,22.28,1.29,11.79,False,False,False,Normal,1.0,1.0,2.0,2.0,2,200.0,200.0,200.0,0.0,0.0,0.0,13000.0,0.0,2246400.0,1.0,2.0,Single-Tasker,Finance,Transferencia,Surging in Finance
USR493ow,42.75,7.78,25.27,True,False,False,Normal,2.0,11.0,43.0,43.0,98,1.7483720930232574,-2.078061224489796,1887.03,-997.2175,-17.99,-3988.87,3544.05,0.0,345600.0,0.35,34.0,Low Activity/Trial,Other,Salario,Surging in Finance
